sampledates,NAIROBI_posswabtest,NAIROBI_negswabtest,MOMBASA_posswabtest,MOMBASA_negswabtest,KAJIADO_posswabtest,KAJIADO_negswabtest,KIAMBU_posswabtest,KIAMBU_negswabtest,KILIFI_posswabtest,KILIFI_negswabtest,KISUMU_posswabtest,KISUMU_negswabtest,MACHAKOS_posswabtest,MACHAKOS_negswabtest,UASIN GISHU_posswabtest,UASIN GISHU_negswabtest,VIHIGA_posswabtest,VIHIGA_negswabtest,ISIOLO_posswabtest,ISIOLO_negswabtest,NAKURU_posswabtest,NAKURU_negswabtest,BUNGOMA_posswabtest,BUNGOMA_negswabtest,BUSIA_posswabtest,BUSIA_negswabtest,GARISSA_posswabtest,GARISSA_negswabtest,HOMABAY_posswabtest,HOMABAY_negswabtest,KERICHO_posswabtest,KERICHO_negswabtest,KISII_posswabtest,KISII_negswabtest,KITUI_posswabtest,KITUI_negswabtest,KWALE_posswabtest,KWALE_negswabtest,LAMU_posswabtest,LAMU_negswabtest,MAKUENI_posswabtest,MAKUENI_negswabtest,MARSABIT_posswabtest,MARSABIT_negswabtest,MIGORI_posswabtest,MIGORI_negswabtest,NAROK_posswabtest,NAROK_negswabtest,NYAMIRA_posswabtest,NYAMIRA_negswabtest,NYERI_posswabtest,NYERI_negswabtest,SIAYA_posswabtest,SIAYA_negswabtest,TAITA TAVETA_posswabtest,TAITA TAVETA_negswabtest,TANA RIVER_posswabtest,TANA RIVER_negswabtest,TRANS NZOIA_posswabtest,TRANS NZOIA_negswabtest,TURKANA_posswabtest,TURKANA_negswabtest,WAJIR_posswabtest,WAJIR_negswabtest,BARINGO_posswabtest,BARINGO_negswabtest,BOMET_posswabtest,BOMET_negswabtest,ELGEYO MARAKWET_posswabtest,ELGEYO MARAKWET_negswabtest,EMBU_posswabtest,EMBU_negswabtest,KAKAMEGA_posswabtest,KAKAMEGA_negswabtest,KIRINYAGA_posswabtest,KIRINYAGA_negswabtest,LAIKIPIA_posswabtest,LAIKIPIA_negswabtest,MANDERA_posswabtest,MANDERA_negswabtest,MERU_posswabtest,MERU_negswabtest,MURANGA_posswabtest,MURANGA_negswabtest,NANDI_posswabtest,NANDI_negswabtest,NYANDARUA_posswabtest,NYANDARUA_negswabtest,SAMBURU_posswabtest,SAMBURU_negswabtest,THARAKA NITHI_posswabtest,THARAKA NITHI_negswabtest,WEST POKOT_posswabtest,WEST POKOT_negswabtest
10/04/2020,7,-1,1,24,0,-1,0,-1,0,8,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,2,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,6,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
11/04/2020,3,-1,1,37,0,-1,0,-1,0,3,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,3,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,4,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
12/04/2020,3,-1,8,24,0,-1,0,-1,0,1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
13/04/2020,8,-1,0,30,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,4,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
14/04/2020,5,-1,5,22,0,-1,0,-1,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,3,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
15/04/2020,6,-1,4,38,0,-1,0,-1,0,5,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
16/04/2020,11,-1,11,81,0,-1,0,-1,1,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,5,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,3,0,0,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
17/04/2020,8,-1,3,38,0,-1,0,-1,0,24,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
18/04/2020,2,-1,4,136,1,-1,1,-1,1,4,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,2,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
19/04/2020,0,-1,10,36,0,-1,4,-1,0,13,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,5,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
20/04/2020,8,-1,7,100,0,-1,0,-1,0,4,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
21/04/2020,1,-1,7,158,0,-1,0,-1,0,10,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
22/04/2020,3,-1,7,91,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,2,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
23/04/2020,11,-1,6,306,0,-1,0,-1,0,27,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,15,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
24/04/2020,8,-1,4,353,0,-1,3,-1,0,27,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
25/04/2020,4,-1,3,216,0,-1,1,-1,0,8,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,17,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
26/04/2020,0,-1,4,110,0,-1,0,-1,0,84,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,9,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
27/04/2020,7,-1,6,70,0,-1,0,-1,0,40,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
28/04/2020,3,-1,5,63,0,-1,0,-1,0,4,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,26,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
29/04/2020,2,-1,6,103,0,-1,0,-1,0,84,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
30/04/2020,11,-1,8,294,0,-1,0,-1,0,56,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
01/05/2020,16,-1,1,112,0,-1,0,-1,0,86,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,0,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,1,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
02/05/2020,1,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
03/05/2020,58,-1,0,0,0,-1,0,-1,0,0,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
04/05/2020,13,-1,0,0,0,-1,0,-1,0,46,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,2,38,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,7,0,0,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
05/05/2020,3,-1,9,211,0,-1,1,-1,0,46,2,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,71,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,4,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
06/05/2020,4,-1,3,110,2,-1,0,-1,0,0,1,-1,0,-1,0,-1,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,4,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
07/05/2020,3,-1,4,274,0,-1,1,-1,0,0,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
08/05/2020,84,-1,23,484,17,-1,11,-1,0,9,0,-1,10,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,18,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1
09/05/2020,15,-1,5,184,9,-1,1,-1,0,52,0,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,13,0,0,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
10/05/2020,10,-1,16,225,1,-1,0,-1,0,8,0,-1,6,-1,0,-1,0,-1,0,-1,7,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,12,0,0,0,-1,0,-1,3,-1,1,-1,0,-1,0,-1,0,-1,0,5,0,2,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,10,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
11/05/2020,11,-1,8,249,3,-1,3,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
12/05/2020,6,-1,10,201,4,-1,0,-1,0,36,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,29,0,0,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
13/05/2020,8,-1,12,240,4,-1,1,-1,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,11,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
14/05/2020,14,-1,10,323,2,-1,0,-1,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,6,-1,0,-1,0,-1,0,-1,0,-1,1,-1,4,63,0,0,1,-1,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1,0,70,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
15/05/2020,38,-1,5,151,1,-1,1,-1,1,58,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,4,19,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,14,96,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
16/05/2020,10,-1,4,113,10,-1,2,-1,0,86,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,11,108,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,173,0,3,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
17/05/2020,5,-1,5,72,1,-1,0,-1,0,46,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,8,49,0,0,0,-1,0,-1,3,-1,0,-1,0,-1,0,-1,0,-1,5,127,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
18/05/2020,18,-1,3,165,6,-1,0,-1,1,55,0,-1,0,-1,1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,4,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,3,-1,0,-1,0,-1,0,-1,8,-1,8,47,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
19/05/2020,35,-1,4,230,3,-1,5,-1,0,47,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,7,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
20/05/2020,45,-1,0,3,3,-1,1,-1,0,3,0,-1,0,-1,0,-1,0,-1,0,-1,2,-1,0,-1,7,-1,0,-1,0,-1,0,-1,0,-1,0,-1,12,62,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,6,81,0,0,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
21/05/2020,17,-1,0,0,2,-1,0,-1,2,34,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,5,-1,0,-1,0,-1,0,-1,0,-1,0,-1,19,57,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,3,51,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
22/05/2020,49,-1,0,0,0,-1,7,-1,0,13,3,-1,1,-1,0,-1,0,-1,1,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,24,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,4,31,0,0,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
23/05/2020,36,-1,8,113,4,-1,3,-1,0,40,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,3,-1,3,10,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,2,45,0,7,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
24/05/2020,59,-1,9,134,1,-1,0,-1,0,33,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,15,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,15,0,12,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
25/05/2020,37,-1,12,61,4,-1,2,-1,0,19,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,8,-1,1,-1,0,-1,0,-1,0,-1,0,-1,10,24,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,15,0,29,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
26/05/2020,95,-1,48,58,0,-1,4,-1,1,14,0,-1,0,-1,2,-1,0,-1,0,-1,0,-1,0,-1,12,-1,0,-1,1,-1,1,-1,0,-1,1,-1,0,34,0,0,2,-1,0,-1,0,-1,0,-1,0,-1,2,-1,0,-1,0,26,0,2,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
27/05/2020,69,-1,14,205,6,-1,5,-1,0,38,0,-1,1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,4,33,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
28/05/2020,119,-1,15,184,2,-1,4,-1,0,34,0,-1,1,-1,7,-1,0,-1,1,-1,0,-1,0,-1,0,-1,2,-1,0,-1,0,-1,1,-1,0,-1,0,0,0,0,0,-1,0,-1,4,-1,0,-1,0,-1,0,-1,0,-1,2,20,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1
29/05/2020,122,-1,27,136,6,-1,8,-1,1,37,0,-1,0,-1,10,-1,0,-1,0,-1,0,-1,0,-1,27,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,-1,0,-1,2,-1,1,-1,0,-1,0,-1,0,-1,0,58,0,0,0,-1,6,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
30/05/2020,54,-1,22,83,1,-1,0,-1,1,5,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,20,-1,0,-1,0,-1,0,-1,0,-1,0,-1,10,49,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,5,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
31/05/2020,15,-1,16,164,0,-1,2,-1,4,23,0,-1,0,-1,12,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,4,34,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,2,51,0,2,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
01/06/2020,64,-1,33,316,5,-1,2,-1,0,0,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,8,-1,1,-1,0,-1,0,-1,0,-1,0,-1,5,12,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,38,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
02/06/2020,18,-1,19,341,1,-1,1,-1,0,0,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,31,-1,3,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,-1,5,-1,0,-1,0,-1,2,-1,0,-1,0,102,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
